FIPS,Alcohol Mortality Rate,Alcohol Mortality Rate(F),Alcohol Mortality Rate(M),Drug Mortality Rate,Drug Mortality Rate(F),Drug Mortality Rate(M),Self-harm Mortality Rate,Self-harm Mortality Rate(F),Self-harm Mortality Rate(M),Int. Violence Mortality Rate,Int. Violence Mortality Rate(F),Int. Violence Mortality Rate(M)
17061.0,1.24,0.68,1.97,8.25,5.12,11.93,15.53,13.78,17.38,2.7,1.55,4.25
17063.0,1.6,0.99,2.32,10.46,8.23,13.04,12.32,11.32,13.37,2.27,1.48,3.19
17065.0,1.2,0.69,1.91,6.68,4.08,10.17,14.1,12.5,15.89,3.44,1.97,5.4
17067.0,1.54,1.0,2.14,4.8,3.05,7.09,11.56,10.39,12.85,2.31,1.41,3.57
17069.0,1.68,0.84,2.89,15.36,10.6,21.72,19.01,16.77,21.74,4.1,2.35,6.84
17071.0,1.79,1.12,2.65,4.65,2.57,7.72,14.97,12.95,17.08,1.92,1.08,3.3
17073.0,1.28,0.85,1.82,5.0,3.45,6.9,12.78,11.74,13.88,2.52,1.68,3.72
17075.0,1.03,0.54,1.62,9.08,6.57,12.46,17.86,16.22,19.53,4.09,2.6,6.24
17077.0,2.27,1.51,3.13,9.34,7.04,12.04,12.92,11.89,13.99,3.25,2.29,4.52
17079.0,1.23,0.72,1.86,5.11,2.79,8.17,14.04,12.38,15.96,2.28,1.19,3.81
17081.0,1.7,1.07,2.42,8.68,6.26,11.21,15.89,14.49,17.41,5.41,3.83,7.36
17083.0,1.03,0.51,1.66,11.95,8.99,15.54,12.47,11.18,13.75,2.13,1.26,3.24
17085.0,2.27,1.61,3.07,5.32,3.33,7.75,13.32,12.07,14.62,2.32,1.38,3.55
17087.0,1.69,0.96,2.64,9.41,5.91,13.79,13.3,11.92,14.76,2.93,1.7,4.55
17089.0,2.24,1.82,2.67,6.04,5.05,7.14,8.85,8.29,9.43,3.5,2.86,4.18
17091.0,1.48,0.99,2.11,11.41,9.17,13.82,12.98,11.73,14.29,7.91,6.16,9.7
17093.0,1.26,0.83,1.75,6.58,5.19,8.1,10.0,9.17,10.89,2.23,1.54,3.06
17095.0,2.47,1.68,3.37,10.92,8.2,13.93,15.42,14.2,16.58,3.84,2.65,5.24
17099.0,1.94,1.35,2.68,14.74,12.44,17.13,13.68,12.74,14.64,2.58,1.88,3.42
17097.0,1.83,1.43,2.23,8.0,6.95,9.04,9.83,9.27,10.41,3.32,2.69,4.03
17101.0,2.82,1.57,4.43,11.87,8.17,16.83,17.81,16.02,19.75,3.63,2.06,5.91
17103.0,1.99,1.22,3.04,11.83,8.92,15.0,14.77,13.53,16.08,2.87,1.92,4.13
17105.0,1.5,0.94,2.16,8.76,6.58,11.33,15.1,13.79,16.38,3.2,2.13,4.51
17107.0,1.43,0.95,2.02,7.26,5.08,9.94,11.68,10.61,12.79,3.27,2.16,4.73
17115.0,2.43,1.76,3.15,8.59,6.62,10.75,13.76,12.52,15.04,7.67,6.02,9.32
17117.0,1.09,0.66,1.61,8.04,5.91,10.58,13.77,12.6,14.93,2.88,1.91,4.22
17119.0,2.3,1.69,3.05,17.97,15.73,20.16,14.4,13.46,15.39,5.2,4.14,6.43
17121.0,1.81,1.13,2.65,12.57,9.72,15.7,19.7,18.14,21.27,3.96,2.72,5.49
17123.0,1.25,0.7,1.99,8.24,5.44,11.8,13.02,11.65,14.58,2.77,1.61,4.35
17125.0,1.26,0.69,1.99,7.82,5.21,10.82,17.6,15.89,19.32,4.19,2.66,6.11
17127.0,2.61,1.47,4.11,15.94,10.87,21.89,20.97,18.87,23.13,4.58,2.68,7.08
17109.0,1.63,1.08,2.23,4.2,2.65,6.18,10.95,9.86,12.07,1.94,1.22,2.94
17111.0,1.37,1.0,1.79,7.44,6.39,8.75,10.81,10.15,11.48,1.73,1.31,2.23
17113.0,2.44,1.8,3.12,7.9,6.19,9.75,10.45,9.73,11.21,2.22,1.66,2.94
17129.0,1.19,0.65,1.9,7.23,4.5,10.9,10.93,9.5,12.45,2.93,1.63,4.79
17131.0,1.37,0.9,1.92,4.43,2.76,6.57,12.95,11.51,14.45,2.43,1.44,3.74
17133.0,0.92,0.51,1.45,7.31,5.38,9.54,12.1,10.89,13.26,2.76,1.76,4.06
17135.0,1.45,0.88,2.15,9.25,6.62,12.07,16.18,14.75,17.59,3.05,2.03,4.3
17137.0,2.32,1.55,3.18,8.49,6.0,11.61,13.07,11.83,14.36,3.37,2.28,4.9
17139.0,0.97,0.55,1.49,4.78,2.71,7.75,13.15,11.76,14.64,2.57,1.48,4.15
17141.0,1.93,1.32,2.61,7.71,5.82,9.78,13.49,12.42,14.59,3.15,2.11,4.42
17143.0,2.9,2.14,3.73,11.46,9.41,13.54,12.66,11.6,13.74,7.97,6.55,9.5
17145.0,1.59,0.93,2.41,9.36,6.54,12.64,14.57,13.1,16.06,3.45,2.15,5.15
17147.0,1.22,0.71,1.85,6.21,3.94,9.24,11.15,10.02,12.45,2.56,1.52,3.99
17149.0,1.39,0.82,2.05,7.43,5.09,10.57,12.49,11.27,13.87,2.3,1.36,3.6
17151.0,1.73,0.9,2.77,10.3,6.14,15.68,16.12,14.01,18.49,3.25,1.75,5.61
17153.0,2.27,1.33,3.45,9.3,5.31,14.91,19.41,16.78,22.17,8.31,5.25,12.47
17155.0,1.26,0.61,2.14,6.45,3.58,10.27,14.84,12.72,17.02,2.78,1.46,4.92
17157.0,1.61,1.0,2.36,11.19,8.5,14.17,15.3,13.94,16.66,3.92,2.69,5.57
17159.0,1.6,0.98,2.34,7.5,4.83,11.0,16.99,15.41,18.72,3.26,1.98,5.07
17161.0,2.61,2.01,3.27,7.31,5.6,9.26,13.96,12.93,14.98,3.81,2.88,4.92
17163.0,2.8,2.17,3.51,12.3,10.36,14.25,13.21,11.8,14.66,15.15,13.29,17.18
17165.0,1.95,1.14,2.94,19.28,14.98,24.38,18.05,16.5,19.74,4.47,2.91,6.58
17167.0,2.3,1.63,3.05,12.24,10.15,14.33,13.0,11.96,14.0,6.29,5.11,7.62
17169.0,1.26,0.72,1.93,5.36,3.17,8.23,13.78,12.16,15.58,2.59,1.54,4.2
17171.0,2.2,1.1,3.61,8.69,4.7,14.37,11.38,9.69,13.19,2.81,1.32,4.97
17173.0,0.9,0.53,1.31,5.55,3.61,7.89,12.48,11.38,13.63,2.52,1.58,3.89
17175.0,1.41,0.79,2.19,6.29,3.68,9.95,16.22,14.13,18.64,3.07,1.77,5.24
17177.0,2.15,1.53,2.87,7.0,4.97,9.39,12.53,11.46,13.61,4.1,2.86,5.65
17179.0,1.95,1.4,2.54,10.2,8.28,12.24,12.64,11.8,13.51,2.86,2.08,3.82
17181.0,1.45,0.83,2.26,9.19,6.34,12.55,17.18,15.62,18.74,3.62,2.31,5.49
17183.0,2.28,1.55,3.21,14.33,11.5,17.72,15.23,13.86,16.56,6.94,5.28,8.78
17185.0,1.16,0.62,1.94,7.19,4.56,10.72,12.86,11.52,14.32,2.69,1.54,4.37
17187.0,1.21,0.75,1.8,4.79,2.83,7.31,13.92,12.46,15.49,2.24,1.32,3.51
17189.0,0.94,0.55,1.47,5.9,3.5,8.86,12.5,11.07,13.95,2.47,1.36,3.93
17191.0,1.51,0.97,2.14,5.43,3.21,8.28,16.86,15.26,18.54,3.38,2.06,5.13
17193.0,1.9,1.21,2.78,10.47,7.22,14.43,17.27,15.46,19.16,2.86,1.75,4.35
17195.0,2.12,1.5,2.83,7.8,5.7,10.23,14.93,13.62,16.18,3.3,2.25,4.7
17197.0,1.19,0.89,1.53,8.84,7.83,9.74,9.2,8.63,9.77,3.81,3.12,4.53
17199.0,1.79,1.13,2.66,14.09,11.24,17.33,18.91,17.52,20.32,4.4,3.07,6.13
17201.0,3.85,2.97,4.8,18.34,16.02,20.68,13.23,12.22,14.21,8.14,6.75,9.59
17203.0,1.07,0.66,1.57,6.54,4.75,8.52,11.76,10.75,12.87,1.87,1.22,2.67
18.0,3.04,2.79,3.29,11.76,10.92,12.46,15.76,15.16,16.35,6.36,6.0,6.77
18001.0,0.94,0.56,1.41,6.9,4.88,9.56,10.69,9.72,11.78,2.22,1.38,3.39
18003.0,2.31,1.81,2.9,9.56,8.08,11.21,13.58,12.65,14.57,7.19,5.94,8.48
18005.0,2.76,2.01,3.74,12.43,10.01,15.2,15.43,14.24,16.62,3.36,2.36,4.68
18007.0,1.13,0.63,1.78,9.96,6.36,14.84,14.71,13.01,16.56,2.97,1.66,4.79
18009.0,2.4,1.3,3.94,17.92,12.99,23.85,15.93,14.18,17.89,2.88,1.68,4.61
18011.0,1.7,1.11,2.48,8.63,6.67,11.09,15.36,14.21,16.55,2.6,1.78,3.75
18013.0,1.39,0.78,2.17,9.66,6.81,13.27,16.85,15.17,18.57,3.09,1.86,4.9
18015.0,1.32,0.78,1.93,6.01,3.84,9.02,14.75,13.33,16.28,2.72,1.64,4.28
18017.0,1.96,1.34,2.66,6.04,4.01,8.3,15.54,14.17,16.91,3.95,2.58,5.68
18019.0,3.02,2.18,4.02,18.85,16.03,21.82,18.26,16.87,19.57,4.26,3.13,5.69
18021.0,1.84,1.11,2.68,9.63,6.97,12.69,17.56,16.12,19.11,3.5,2.3,5.06
18023.0,2.24,1.42,3.14,12.59,9.57,16.06,16.16,14.81,17.51,2.89,1.87,4.2
18025.0,3.62,2.28,5.19,14.36,9.59,19.59,19.87,17.64,22.02,3.88,2.22,5.97
18027.0,1.57,0.97,2.32,9.62,6.97,12.81,12.98,11.77,14.25,3.72,2.33,5.56
18033.0,1.88,1.25,2.62,8.52,6.15,11.24,15.98,14.74,17.37,3.02,2.02,4.38
18029.0,1.88,1.2,2.74,15.15,12.18,18.22,14.62,13.44,15.77,2.71,1.75,3.84
18031.0,2.63,1.81,3.55,7.65,5.26,10.56,18.15,16.59,19.78,4.16,2.8,6.11
18035.0,3.38,2.46,4.44,17.38,14.47,20.61,15.7,14.62,16.8,4.27,3.13,5.72
18037.0,1.28,0.83,1.8,6.36,4.61,8.46,15.62,14.43,16.99,2.74,1.84,3.89
18039.0,3.07,2.42,3.76,8.1,6.38,9.99,11.18,10.35,12.01,4.57,3.61,5.71
18041.0,3.66,2.29,5.29,26.91,21.68,32.76,20.8,18.87,22.76,3.98,2.52,5.85
18043.0,2.59,1.77,3.58,15.88,12.97,19.06,15.37,14.19,16.63,4.11,3.02,5.55
18045.0,1.13,0.63,1.8,8.68,5.82,12.27,17.29,15.62,19.11,2.82,1.66,4.5
18047.0,1.5,0.9,2.29,12.83,9.72,16.34,14.36,13.1,15.69,3.15,2.05,4.69
18049.0,1.79,1.11,2.71,9.93,7.1,13.37,17.71,15.99,19.47,3.52,2.22,5.26
18051.0,1.22,0.77,1.77,7.2,5.08,9.89,18.12,16.62,19.85,2.97,1.96,4.36
18053.0,2.79,1.93,3.77,17.01,13.76,20.42,16.34,15.16,17.6,3.76,2.74,5.05
18055.0,2.38,1.55,3.38,14.17,10.91,17.59,18.55,16.99,20.29,4.97,3.45,6.89
18057.0,1.36,1.02,1.71,4.96,4.08,5.94,10.44,9.75,11.18,1.95,1.45,2.51
18059.0,1.85,1.23,2.6,11.59,9.19,14.18,15.03,13.86,16.21,2.39,1.57,3.42
18061.0,2.61,1.82,3.61,10.26,7.68,13.17,15.64,14.34,16.97,2.85,1.91,4.09
18063.0,1.56,1.19,2.01,4.35,3.26,5.54,16.15,15.07,17.29,2.33,1.72,3.17
18065.0,4.27,3.0,5.74,21.85,17.8,26.18,20.28,18.82,21.92,4.46,3.17,6.22
18067.0,2.45,1.8,3.17,9.16,7.13,11.53,22.52,20.79,24.23,5.46,4.01,7.39
18069.0,1.43,0.87,2.14,12.32,9.53,15.7,11.66,10.7,12.74,2.17,1.37,3.26
18071.0,1.53,0.95,2.29,16.15,13.0,19.7,15.62,14.33,16.87,3.09,2.02,4.39
18073.0,1.52,0.96,2.2,9.54,7.12,12.32,13.84,12.61,15.14,3.36,2.28,4.88
18075.0,1.83,1.02,2.79,12.83,9.57,16.94,15.41,13.96,16.99,2.49,1.56,3.7
18077.0,2.95,2.01,3.98,12.53,9.13,16.12,17.58,16.11,19.12,2.87,1.84,4.26
18079.0,1.71,1.02,2.61,16.13,12.39,20.25,22.6,20.54,24.67,3.94,2.48,5.83
18081.0,2.1,1.61,2.63,5.39,3.92,7.06,17.2,16.14,18.31,3.12,2.23,4.15
18083.0,1.37,0.86,2.01,9.1,6.67,11.9,19.17,17.52,20.71,3.85,2.61,5.5
18085.0,2.39,1.73,3.22,8.81,6.75,11.04,13.03,12.07,14.04,2.4,1.67,3.23
18087.0,1.4,0.9,1.92,5.05,3.35,7.03,9.83,8.96,10.79,1.92,1.2,2.81
18091.0,2.83,2.11,3.72,13.9,11.24,16.56,16.67,15.4,17.93,5.71,4.19,7.42
18089.0,3.51,2.85,4.23,11.74,10.17,13.53,14.16,12.65,15.48,17.25,15.55,19.22
18093.0,1.81,1.22,2.48,8.75,6.51,11.6,21.05,19.47,22.77,4.88,3.32,6.76
18095.0,4.01,3.07,5.13,20.68,17.76,24.22,18.95,17.67,20.28,4.5,3.48,5.69
18097.0,6.98,6.01,7.98,16.65,14.83,18.55,17.35,16.12,18.57,14.1,12.71,15.74
18099.0,2.24,1.56,3.05,7.85,5.65,10.47,13.66,12.5,14.86,2.84,1.9,4.14
18101.0,1.55,0.87,2.37,8.32,5.11,12.83,16.23,14.47,18.36,3.71,2.09,6.01
18103.0,1.86,1.27,2.56,7.19,5.09,9.83,13.5,12.33,14.81,2.82,1.79,4.22
18105.0,3.3,2.44,4.28,12.52,10.14,15.25,14.1,13.13,15.07,2.66,1.95,3.52
18107.0,2.05,1.26,2.96,15.24,11.89,19.02,19.15,17.77,20.78,3.02,1.98,4.39
18109.0,1.54,1.01,2.2,13.61,11.07,16.38,19.19,17.71,20.75,3.71,2.64,5.09
18111.0,1.12,0.64,1.8,7.71,4.61,11.51,18.04,16.18,20.11,3.77,2.21,5.94
18113.0,2.03,1.38,2.83,8.61,6.26,11.26,13.64,12.51,14.97,2.31,1.46,3.28
18115.0,1.89,0.95,3.28,13.73,9.33,19.66,14.71,12.93,16.84,3.12,1.62,5.4
18117.0,1.64,1.0,2.48,7.94,4.94,11.31,19.38,17.33,21.39,4.89,3.02,7.26
18119.0,1.6,0.99,2.34,9.66,6.42,13.59,20.27,18.15,22.37,4.66,2.86,7.02
18121.0,1.57,0.95,2.39,8.46,5.83,11.57,22.68,20.7,24.86,3.52,2.24,5.26
18123.0,2.09,1.4,2.96,7.84,5.18,11.02,19.61,17.79,21.72,4.0,2.57,5.97
18125.0,1.47,0.83,2.32,8.0,4.88,11.83,18.19,16.29,20.37,3.97,2.32,6.15
18127.0,1.71,1.16,2.39,12.19,10.44,14.16,15.81,14.84,16.87,3.24,2.4,4.26
18129.0,1.11,0.65,1.73,8.25,5.87,10.88,17.6,16.08,19.21,2.85,1.85,4.26
18131.0,1.72,0.97,2.63,11.74,8.3,15.95,18.73,17.03,20.78,3.79,2.35,5.71
18133.0,1.59,1.01,2.24,7.81,5.5,10.48,16.68,15.22,18.2,3.44,2.23,4.94
18135.0,3.01,1.93,4.21,12.86,9.33,17.12,14.31,13.02,15.78,2.84,1.76,4.24
18137.0,1.47,0.9,2.14,9.18,6.46,12.29,15.33,13.98,16.76,2.55,1.57,3.82
18139.0,2.69,1.76,3.79,10.4,7.1,14.37,15.16,13.67,16.75,2.98,1.77,4.58
18141.0,4.76,3.92,5.58,10.58,8.77,12.72,14.02,13.06,15.01,7.25,5.86,8.68
18143.0,3.69,2.24,5.62,33.67,27.18,40.8,24.9,22.59,27.37,6.27,4.03,9.0
18145.0,4.19,3.1,5.44,13.97,10.74,17.71,17.3,15.9,18.94,3.38,2.29,4.72
18147.0,1.8,1.17,2.59,6.59,4.06,9.85,14.29,12.88,15.76,3.19,1.88,5.12
18149.0,2.29,1.39,3.49,22.71,18.0,28.12,23.35,21.34,25.56,5.32,3.51,7.71
18151.0,2.24,1.55,3.02,6.7,4.61,9.25,13.02,11.85,14.33,2.94,1.92,4.23
18153.0,2.35,1.41,3.54,14.39,10.59,19.08,22.94,20.7,25.36,4.66,2.94,6.91
18155.0,2.33,1.35,3.72,16.65,12.52,21.87,19.54,17.28,22.19,2.88,1.71,4.57
18157.0,1.73,1.23,2.38,9.19,7.41,11.3,12.42,11.56,13.3,2.48,1.84,3.33
18159.0,1.36,0.74,2.29,13.55,9.75,18.26,14.2,12.73,15.74,3.12,1.81,4.98
18161.0,2.27,1.21,3.75,15.36,10.27,21.2,14.71,12.67,16.79,3.26,1.78,5.38
18163.0,2.4,1.71,3.17,13.91,11.41,16.5,21.11,19.73,22.39,4.96,3.82,6.34
18165.0,1.86,1.1,2.76,9.46,6.02,13.83,20.7,18.9,22.62,3.63,2.22,5.55
18167.0,2.25,1.6,2.96,9.37,7.28,11.69,21.7,20.14,23.25,6.11,4.65,7.83
18169.0,2.06,1.31,3.06,17.19,13.67,20.82,13.48,12.26,14.8,2.67,1.72,3.94
18171.0,1.0,0.52,1.57,6.94,3.97,10.66,14.55,12.69,16.41,2.54,1.35,4.11
18173.0,1.2,0.77,1.67,5.76,4.23,7.66,14.39,13.16,15.71,2.65,1.84,3.73
18175.0,2.18,1.38,3.14,14.25,10.81,18.42,21.9,20.19,23.7,4.29,2.88,6.26
18177.0,3.82,2.69,5.2,18.71,15.18,22.62,16.76,15.39,18.14,4.31,3.11,5.91
18179.0,1.29,0.74,2.03,9.97,7.29,12.87,11.89,10.81,13.06,2.37,1.5,3.54
18181.0,2.05,1.32,2.88,10.1,7.23,13.52,15.0,13.62,16.57,2.97,1.89,4.49
18183.0,0.94,0.59,1.37,5.09,3.31,7.25,15.14,13.79,16.51,2.28,1.41,3.38
19.0,2.94,2.72,3.15,5.5,5.0,6.0,13.31,12.82,13.75,2.45,2.23,2.69
19001.0,1.94,1.27,2.75,4.3,2.22,7.04,15.7,13.73,17.77,1.89,1.11,3.13
19003.0,3.1,2.06,4.39,6.44,3.38,10.58,14.09,12.14,16.2,2.16,1.22,3.55
19005.0,2.16,1.51,3.01,3.31,1.81,5.52,14.55,12.93,16.15,1.54,0.91,2.57
19007.0,4.09,2.78,5.54,8.86,5.63,12.81,17.54,15.73,19.52,2.54,1.52,3.91
19009.0,2.22,1.47,3.14,3.07,1.47,5.53,15.01,13.06,17.26,1.74,0.97,2.92
19011.0,2.14,1.58,2.78,3.43,2.07,5.06,11.19,10.11,12.35,1.38,0.86,2.08
19013.0,4.13,3.37,4.96,5.33,3.76,7.18,11.59,10.79,12.43,3.03,2.21,4.02
19015.0,2.28,1.6,3.14,4.62,2.79,6.95,12.48,11.27,13.7,2.07,1.26,3.13
19017.0,1.41,0.96,1.9,2.91,1.66,4.57,10.32,9.34,11.44,1.36,0.81,2.13
19019.0,1.87,1.32,2.47,3.2,1.79,4.97,13.21,11.84,14.7,1.52,0.94,2.35
19021.0,2.65,2.0,3.46,2.92,1.58,4.75,10.55,9.38,11.76,1.99,1.18,3.17
19023.0,1.51,1.0,2.1,2.83,1.57,4.6,11.38,10.15,12.66,1.87,1.11,2.93
19025.0,2.44,1.69,3.39,3.0,1.46,5.26,13.5,11.88,15.29,1.91,1.03,3.27
19027.0,2.02,1.42,2.76,3.71,2.11,5.81,14.06,12.71,15.54,1.94,1.16,3.02
19029.0,2.0,1.33,2.76,4.54,2.64,7.08,16.96,15.26,18.66,2.59,1.56,4.09
19031.0,1.74,1.2,2.37,3.84,2.33,5.86,11.91,10.7,13.29,1.51,0.94,2.32
19033.0,4.21,3.28,5.34,6.22,4.02,8.98,15.95,14.63,17.33,2.67,1.77,3.9
19035.0,2.79,2.0,3.73,3.73,2.04,6.16,13.7,12.25,15.4,1.53,0.92,2.46
19037.0,1.88,1.29,2.59,3.11,1.71,5.29,13.48,11.99,15.14,1.64,0.94,2.83
19039.0,2.01,1.23,2.97,6.12,3.56,9.43,14.73,12.97,16.58,2.19,1.18,3.59
19041.0,2.96,2.15,3.89,2.45,1.28,4.08,12.93,11.54,14.45,1.58,0.94,2.49
19043.0,1.94,1.38,2.57,3.51,2.09,5.37,14.38,12.9,15.91,1.33,0.81,2.05
19045.0,1.38,0.94,1.87,4.73,3.17,6.4,16.11,14.76,17.59,2.19,1.44,3.15
19047.0,2.72,1.99,3.59,4.36,2.68,6.82,9.5,8.57,10.57,2.05,1.28,3.17
19049.0,1.4,1.0,1.88,3.21,2.08,4.59,10.69,9.79,11.67,1.69,1.09,2.52
19051.0,1.6,1.02,2.33,4.27,2.38,6.61,15.57,13.78,17.62,2.19,1.24,3.65
19053.0,2.13,1.32,3.16,6.87,3.88,10.6,16.84,14.82,19.03,2.77,1.54,4.72
19055.0,1.91,1.31,2.6,3.21,1.69,5.14,10.8,9.64,12.0,1.37,0.82,2.14
19057.0,3.13,2.23,4.14,7.26,5.0,10.07,16.2,14.84,17.64,3.41,2.18,4.87
19059.0,3.36,2.5,4.39,2.91,1.42,4.94,14.01,12.61,15.53,1.7,1.0,2.85
19061.0,2.29,1.72,2.92,4.49,3.17,6.04,12.99,12.06,14.05,1.54,1.03,2.16
19063.0,3.75,2.69,4.99,2.89,1.32,5.25,12.98,11.39,14.8,1.86,1.02,3.12
19065.0,1.91,1.36,2.55,3.36,1.89,5.14,14.83,13.24,16.64,1.36,0.84,2.04
19067.0,2.24,1.59,3.08,3.01,1.55,4.98,13.61,12.09,15.17,2.35,1.34,3.81
19069.0,1.58,1.11,2.19,2.31,1.1,4.07,10.54,9.34,11.75,2.04,1.17,3.34
19071.0,2.17,1.38,3.16,5.16,2.78,8.45,13.33,11.79,15.1,2.25,1.15,3.79
19073.0,2.34,1.51,3.31,4.32,2.16,7.14,14.15,12.47,15.92,1.7,0.94,2.9
19075.0,1.46,0.97,2.07,2.86,1.47,4.93,10.81,9.47,12.25,1.62,0.95,2.67
19077.0,1.55,1.06,2.18,2.9,1.51,4.86,16.62,14.8,18.64,1.71,0.99,2.77
19079.0,2.32,1.64,3.16,3.12,1.48,5.41,12.21,10.87,13.62,2.24,1.27,3.55
19081.0,2.8,2.02,3.81,2.92,1.4,5.01,12.77,11.29,14.39,1.68,0.94,2.77
19083.0,1.52,0.98,2.09,2.95,1.67,4.84,12.68,11.35,14.04,2.39,1.45,3.71
19085.0,2.3,1.5,3.16,5.72,3.34,8.62,14.06,12.55,15.7,2.22,1.31,3.45
19087.0,1.58,1.09,2.16,3.16,1.76,5.03,12.68,11.49,13.92,2.59,1.59,3.97
19089.0,3.44,2.43,4.66,2.91,1.3,5.33,10.79,9.48,12.26,1.53,0.84,2.61
19091.0,1.58,1.03,2.25,2.81,1.38,4.75,15.1,13.31,16.98,1.66,0.94,2.75
19093.0,2.19,1.43,3.11,4.26,2.21,7.16,11.51,9.93,13.03,1.67,0.96,2.66
19095.0,1.94,1.32,2.64,3.48,1.99,5.53,12.59,11.32,13.96,1.77,1.08,2.8
19097.0,1.99,1.29,2.78,5.6,3.61,8.41,17.57,15.79,19.49,1.79,1.09,2.95
19099.0,1.98,1.38,2.67,6.66,4.59,9.13,12.5,11.44,13.59,1.92,1.26,2.72
19101.0,1.99,1.32,2.79,4.78,2.8,7.34,15.83,14.36,17.5,2.41,1.5,3.72
19103.0,2.95,2.23,3.66,5.07,3.61,6.79,10.45,9.7,11.18,1.68,1.2,2.3
19105.0,1.83,1.28,2.5,3.18,1.77,5.06,14.04,12.58,15.58,1.46,0.87,2.28
19107.0,2.33,1.63,3.22,3.67,1.95,6.04,14.56,12.98,16.06,2.33,1.32,3.84
19109.0,2.2,1.58,2.94,2.64,1.37,4.38,9.98,8.84,11.18,1.25,0.76,2.02
19111.0,2.25,1.57,2.99,7.94,5.44,10.64,17.21,15.67,18.76,2.75,1.71,4.01
19113.0,2.83,2.26,3.44,6.89,5.4,8.54,12.8,11.9,13.62,2.25,1.67,3.0
19115.0,1.77,1.15,2.49,4.61,2.73,7.08,15.33,13.63,17.25,2.18,1.3,3.4
19117.0,1.91,1.26,2.74,5.4,3.16,8.35,16.65,14.79,19.03,1.97,1.16,3.12
19119.0,2.17,1.51,2.95,2.82,1.4,4.89,9.89,8.65,11.08,1.3,0.76,2.09
19121.0,2.8,2.07,3.77,4.05,2.31,6.46,14.17,12.64,15.71,1.84,1.11,2.9
19123.0,2.24,1.49,3.09,5.12,3.08,7.63,11.67,10.56,12.9,1.87,1.15,2.8
19125.0,2.2,1.51,3.03,5.68,3.82,8.24,12.91,11.67,14.16,1.88,1.19,2.92
19127.0,3.45,2.52,4.43,5.2,3.34,7.7,13.17,12.09,14.34,2.83,1.87,4.09
19129.0,1.84,1.16,2.7,6.63,4.28,9.8,15.07,13.39,16.76,2.61,1.57,4.04
19131.0,1.83,1.27,2.51,2.51,1.18,4.47,11.35,9.92,12.82,1.4,0.77,2.34
19133.0,2.25,1.39,3.24,6.98,3.97,10.81,15.95,13.98,17.84,2.14,1.24,3.48
19135.0,4.11,2.75,5.83,6.41,3.58,10.38,15.56,13.68,17.54,2.42,1.35,3.85
19137.0,2.34,1.52,3.28,6.95,4.18,10.71,15.44,13.74,17.15,2.6,1.55,4.08
19139.0,1.96,1.33,2.64,4.85,3.21,6.74,14.41,13.14,15.72,3.03,2.01,4.23
19141.0,2.28,1.64,3.07,2.56,1.33,4.2,12.83,11.42,14.31,1.77,1.08,2.8
19143.0,1.55,1.01,2.17,1.94,0.88,3.57,13.8,11.88,15.78,1.52,0.84,2.58
19145.0,2.15,1.52,2.98,4.44,2.51,7.01,13.36,11.93,14.82,2.82,1.62,4.49
19147.0,6.5,4.8,8.61,3.95,1.82,7.08,14.09,12.22,16.11,1.39,0.78,2.35
19149.0,2.27,1.69,2.96,3.15,1.65,5.15,11.0,9.94,12.13,1.84,1.06,2.98
19151.0,2.33,1.64,3.2,2.8,1.43,5.19,15.56,13.71,17.55,1.67,0.96,2.88
19153.0,4.51,3.85,5.25,7.54,6.1,9.11,14.24,13.52,14.97,3.45,2.72,4.23
19155.0,2.97,2.23,3.9,7.96,5.81,10.42,18.13,16.79,19.46,4.78,3.53,6.23
19157.0,3.33,2.37,4.36,5.56,3.42,8.74,12.39,11.09,13.84,1.87,1.15,2.86
19159.0,2.07,1.28,3.09,5.27,2.92,8.48,14.7,12.7,16.96,2.05,1.12,3.31
19161.0,1.99,1.33,2.73,3.84,2.13,6.14,13.7,12.23,15.32,1.68,1.02,2.66
19163.0,4.22,3.39,5.12,8.6,6.93,10.49,14.95,13.97,16.01,3.55,2.66,4.62
19165.0,1.91,1.27,2.66,4.07,2.18,6.41,11.81,10.53,13.22,1.95,1.09,3.21
19167.0,1.21,0.85,1.62,1.62,0.86,2.7,6.14,5.53,6.79,1.33,0.81,2.01
19169.0,2.24,1.65,2.97,3.94,2.59,5.56,9.19,8.39,9.98,1.35,0.91,1.89
19171.0,3.04,2.21,4.04,4.65,2.81,7.19,14.83,13.37,16.39,2.93,1.86,4.38
19173.0,2.56,1.67,3.7,4.54,2.41,7.65,14.72,12.74,16.83,2.2,1.2,3.86
19175.0,1.89,1.24,2.67,5.74,3.49,8.55,17.87,15.89,19.74,2.22,1.35,3.49
19177.0,1.99,1.27,2.83,4.95,2.71,7.7,16.23,14.14,18.35,2.37,1.41,3.7
19179.0,2.4,1.72,3.15,5.26,3.47,7.59,16.27,14.79,17.82,3.39,2.22,4.88
19181.0,1.22,0.79,1.72,3.67,2.42,5.32,12.99,11.82,14.34,1.57,1.03,2.34
19183.0,2.09,1.43,2.89,4.44,2.74,6.83,13.08,11.82,14.43,1.91,1.17,2.94
19185.0,1.75,1.05,2.65,5.98,3.43,9.58,14.06,12.28,16.02,2.1,1.2,3.46
19187.0,2.75,2.0,3.64,5.99,3.86,8.47,17.06,15.51,18.59,3.19,2.13,4.55
