State,Area_Name,HH_income_2010,HH_income_2011,HH_income_2012,HH_income_2013,HH_income_2014,HH_income_2015,HH_income_2016,HH_income_2017
IL,Sangamon County,"51,057","51,537","55,386","55,255","55,371","57,591","55,090","61,519"
IL,Schuyler County,"45,481","43,744","47,766","49,808","47,092","50,720","49,566","52,946"
IL,Scott County,"48,890","48,361","47,541","46,004","51,584","50,474","52,386","49,745"
IL,Shelby County,"45,474","45,964","47,428","50,569","48,994","49,633","51,069","51,873"
IL,Stark County,"49,280","46,913","48,225","52,428","50,219","50,083","56,414","51,446"
IL,Stephenson County,"42,869","42,661","45,907","42,897","48,569","46,430","45,863","48,237"
IL,Tazewell County,"50,737","50,106","60,403","57,544","60,490","57,747","60,590","61,086"
IL,Union County,"39,764","39,099","41,054","42,799","40,957","44,221","45,476","45,847"
IL,Vermilion County,"38,534","40,742","40,709","44,085","42,036","44,705","45,247","43,649"
IL,Wabash County,"42,129","48,154","46,323","47,351","49,385","51,224","50,195","52,535"
IL,Warren County,"43,881","44,818","43,045","45,770","44,180","46,189","48,346","54,023"
IL,Washington County,"51,209","50,465","54,564","53,967","54,683","57,019","58,587","56,118"
IL,Wayne County,"40,630","40,178","43,662","42,896","46,839","47,995","45,583","46,339"
IL,White County,"39,964","41,706","42,911","42,621","46,927","46,588","44,874","48,202"
IL,Whiteside County,"45,606","45,930","45,818","50,489","49,895","45,463","51,567","54,284"
IL,Will County,"71,344","72,053","72,395","74,669","75,176","76,293","81,640","82,477"
IL,Williamson County,"43,004","41,079","41,033","44,041","46,322","47,678","48,112","49,993"
IL,Winnebago County,"44,336","44,353","49,060","47,214","47,708","50,024","50,296","53,490"
IL,Woodford County,"65,931","65,998","69,806","67,036","70,127","68,233","73,055","75,733"
IN,Indiana,"44,616","46,410","46,954","47,508","49,384","50,510","52,289","54,134"
IN,Adams County,"43,121","47,265","42,944","48,001","50,172","49,251","51,517","51,488"
IN,Allen County,"47,014","47,411","48,795","45,587","48,651","50,017","51,329","52,661"
IN,Bartholomew County,"49,045","52,669","53,475","54,341","54,101","55,580","59,765","61,943"
IN,Benton County,"47,520","45,644","48,692","49,318","46,196","50,754","47,218","52,841"
IN,Blackford County,"38,637","38,346","38,927","39,373","39,563","39,611","42,588","42,636"
IN,Boone County,"66,023","63,717","69,919","68,047","68,352","75,163","80,634","82,670"
IN,Brown County,"46,770","53,376","49,837","51,074","52,582","53,801","56,323","56,979"
IN,Carroll County,"49,966","49,216","51,038","52,587","55,318","52,550","55,708","55,471"
IN,Cass County,"38,859","41,271","40,809","41,611","44,430","45,575","46,287","47,727"
IN,Clark County,"44,775","49,778","49,164","50,296","52,050","51,614","51,837","52,746"
IN,Clay County,"42,233","44,574","44,230","47,030","44,385","48,947","50,185","50,746"
IN,Clinton County,"47,229","45,712","47,748","47,279","49,945","50,342","53,862","51,540"
IN,Crawford County,"39,358","37,674","39,534","38,014","40,657","41,331","46,210","42,555"
IN,Daviess County,"42,318","43,800","44,689","45,578","47,670","47,019","49,237","46,292"
IN,Dearborn County,"55,817","56,344","57,465","55,077","59,280","64,093","63,876","65,005"
IN,Decatur County,"49,551","44,574","47,387","47,666","50,258","51,625","51,999","55,808"
IN,De Kalb County,"46,781","46,262","48,116","50,279","51,911","52,382","52,599","54,289"
IN,Delaware County,"36,362","37,208","37,339","37,116","39,449","40,633","41,404","41,874"
IN,Dubois County,"51,885","51,936","53,814","55,606","53,211","57,336","62,852","63,033"
IN,Elkhart County,"42,168","44,354","45,806","46,123","50,192","50,117","54,582","58,781"
IN,Fayette County,"36,734","37,292","39,998","40,212","40,122","42,538","44,673","44,970"
IN,Floyd County,"49,117","51,210","53,367","55,844","53,186","57,367","58,703","61,009"
IN,Fountain County,"43,947","44,508","47,905","42,732","45,168","51,108","43,571","50,817"
IN,Franklin County,"48,938","51,106","45,992","53,538","54,086","53,263","57,674","62,467"
IN,Fulton County,"40,856","42,417","44,300","44,337","44,762","51,660","46,662","51,088"
IN,Gibson County,"45,383","46,570","49,320","48,579","46,466","53,483","54,690","53,714"
IN,Grant County,"35,976","38,745","39,151","39,325","40,234","39,984","40,177","44,790"
IN,Greene County,"41,504","42,877","42,684","43,786","41,077","47,952","46,019","59,347"
IN,Hamilton County,"82,054","84,939","88,429","84,022","89,861","91,844","92,406","95,080"
IN,Hancock County,"62,195","61,540","66,131","67,738","68,334","70,277","70,655","73,294"
IN,Harrison County,"48,775","49,551","50,704","50,321","56,787","53,719","57,573","57,136"
IN,Hendricks County,"66,080","64,239","70,886","68,575","70,358","73,478","78,464","75,647"
IN,Henry County,"40,732","36,572","41,565","42,133","41,955","47,954","45,356","48,915"
IN,Howard County,"41,786","40,997","42,148","45,211","47,433","47,390","49,204","51,035"
IN,Huntington County,"46,530","47,326","43,552","44,828","49,832","49,103","50,138","53,635"
IN,Jackson County,"46,562","44,921","46,573","49,614","48,368","45,504","51,871","48,789"
IN,Jasper County,"55,267","52,559","54,092","53,757","55,190","60,195","56,034","58,891"
IN,Jay County,"38,117","38,572","42,410","41,847","38,663","42,646","46,949","46,740"
IN,Jefferson County,"41,654","40,386","43,104","44,569","45,964","47,841","51,534","51,163"
IN,Jennings County,"41,869","42,577","46,023","44,554","43,783","46,047","50,425","48,961"
IN,Johnson County,"58,695","61,477","61,671","58,936","58,833","68,256","67,215","70,690"
IN,Knox County,"39,123","38,653","41,356","44,091","44,077","42,818","43,897","44,044"
IN,Kosciusko County,"47,811","50,823","50,153","51,603","54,068","54,147","56,010","62,666"
IN,Lagrange County,"44,151","42,119","47,870","51,810","52,003","56,662","60,402","63,291"
IN,Lake County,"45,252","48,143","48,015","48,341","50,774","50,613","53,600","54,929"
IN,La Porte County,"44,039","47,201","46,127","46,610","46,243","47,401","52,763","51,532"
IN,Lawrence County,"41,305","43,471","39,447","44,435","45,232","46,890","47,997","49,112"
IN,Madison County,"39,449","41,766","42,707","41,117","44,730","45,065","45,853","44,987"
IN,Marion County,"39,393","39,957","41,586","41,478","42,700","41,407","45,300","47,642"
IN,Marshall County,"43,283","46,301","46,129","45,855","52,508","49,714","53,767","53,387"
IN,Martin County,"43,854","44,715","44,597","46,839","48,381","47,717","51,008","50,203"
IN,Miami County,"40,466","43,287","43,608","43,694","41,065","46,968","47,650","47,225"
IN,Monroe County,"38,348","40,262","39,309","42,404","43,841","45,341","44,442","49,180"
IN,Montgomery County,"41,853","43,176","45,404","50,889","46,945","49,425","51,527","53,720"
IN,Morgan County,"53,738","53,690","52,886","56,491","54,849","58,376","60,482","61,068"
IN,Newton County,"48,043","44,418","50,129","53,715","51,285","48,316","51,183","58,384"
IN,Noble County,"45,269","46,690","44,192","48,789","50,997","51,876","52,318","52,764"
IN,Ohio County,"47,937","48,788","49,301","50,518","51,403","53,177","54,422","56,915"
IN,Orange County,"35,999","37,910","38,651","39,411","39,572","40,918","41,077","43,061"
IN,Owen County,"42,658","41,004","41,106","42,994","46,001","43,731","46,069","49,044"
IN,Parke County,"42,749","40,790","41,311","41,964","42,056","43,637","47,599","48,537"
IN,Perry County,"41,446","45,234","42,942","45,722","44,623","47,192","48,905","50,670"
IN,Pike County,"39,684","42,482","44,977","45,679","47,217","47,324","49,578","49,844"
IN,Porter County,"56,648","62,178","63,879","64,530","63,030","66,070","67,302","67,525"
IN,Posey County,"56,159","55,488","61,587","58,477","59,975","58,298","61,619","65,617"
IN,Pulaski County,"41,794","43,971","41,818","44,821","43,770","47,455","47,243","50,022"
IN,Putnam County,"44,437","46,961","47,161","51,052","49,467","53,910","50,896","57,402"
IN,Randolph County,"40,806","39,611","40,656","41,057","41,577","41,315","46,750","46,016"
IN,Ripley County,"45,951","47,900","48,227","47,495","52,491","51,553","55,129","52,562"
IN,Rush County,"45,464","44,416","44,979","46,910","47,418","48,970","50,412","51,113"
IN,St. Joseph County,"42,316","43,813","45,248","40,978","46,388","46,881","48,960","52,188"
IN,Scott County,"39,134","38,826","40,299","43,650","41,649","43,104","47,738","48,615"
IN,Shelby County,"46,619","49,437","49,965","49,657","54,831","54,639","53,019","61,327"
IN,Spencer County,"47,726","53,464","55,824","50,533","54,468","56,451","58,217","56,646"
IN,Starke County,"38,317","42,088","41,700","39,552","43,740","48,106","46,602","46,940"
IN,Steuben County,"45,431","45,957","46,412","46,275","50,078","53,191","54,071","55,184"
IN,Sullivan County,"42,481","42,608","41,223","41,978","43,933","44,939","46,706","46,810"
IN,Switzerland County,"42,268","42,285","42,497","43,243","47,606","46,344","45,337","47,478"
IN,Tippecanoe County,"41,722","43,339","43,529","47,808","46,276","50,170","51,385","52,858"
IN,Tipton County,"54,171","53,300","53,917","53,185","55,008","56,292","60,756","55,503"
IN,Union County,"44,337","43,540","44,796","45,411","47,410","45,050","46,862","48,206"
IN,Vanderburgh County,"41,024","43,570","41,784","42,014","42,622","43,823","46,750","47,456"
IN,Vermillion County,"42,613","45,089","42,709","40,813","44,388","44,376","51,425","46,330"
IN,Vigo County,"39,089","39,173","40,091","39,014","41,260","39,635","43,560","42,497"
IN,Wabash County,"42,990","42,032","45,849","45,833","45,151","48,223","51,561","50,177"
IN,Warren County,"50,349","49,095","53,781","53,623","55,925","57,768","55,466","58,045"
IN,Warrick County,"59,195","63,543","60,551","61,820","65,793","66,461","65,809","75,727"
IN,Washington County,"39,945","39,085","41,598","43,981","43,573","43,498","48,939","47,686"
IN,Wayne County,"36,424","36,559","35,220","36,623","40,929","41,849","42,983","44,179"
IN,Wells County,"45,492","49,234","49,264","49,452","51,182","55,987","56,054","55,221"
IN,White County,"43,487","45,748","48,274","48,581","50,731","50,370","47,439","52,377"
IN,Whitley County,"49,989","48,192","52,081","52,673","59,266","56,142","54,873","60,126"
IA,Iowa,"48,031","49,545","50,997","52,286","53,816","54,843","56,354","58,706"
IA,Adair County,"45,540","44,701","46,917","47,905","48,216","51,531","53,416","52,155"
IA,Adams County,"39,781","42,062","42,338","44,004","51,929","48,162","46,939","48,191"
IA,Allamakee County,"45,881","39,670","45,923","44,673","45,229","47,756","49,439","49,445"
IA,Appanoose County,"35,352","36,693","38,685","37,683","40,422","41,018","39,124","42,274"
IA,Audubon County,"45,563","45,310","47,823","47,227","50,014","50,948","49,560","51,484"
IA,Benton County,"54,283","54,222","59,333","59,179","61,931","65,127","63,069","67,946"
IA,Black Hawk County,"44,046","43,037","48,625","46,281","51,331","50,335","50,887","50,426"
IA,Boone County,"51,723","50,758","51,399","52,578","54,186","58,010","60,421","60,558"
IA,Bremer County,"55,606","57,646","60,034","61,665","62,438","65,295","65,733","64,213"
IA,Buchanan County,"50,026","52,930","54,382","54,383","55,781","55,848","57,228","62,294"
IA,Buena Vista County,"44,795","46,356","45,582","47,514","50,719","51,991","52,344","53,230"
IA,Butler County,"49,703","51,560","51,605","53,920","52,273","54,947","54,970","58,386"
IA,Calhoun County,"44,859","46,171","47,044","47,351","49,456","49,206","50,767","51,754"
IA,Carroll County,"49,536","49,251","50,372","51,328","52,367","58,575","56,292","55,084"
IA,Cass County,"40,867","41,329","44,906","45,191","46,159","45,915","47,897","49,281"
IA,Cedar County,"55,413","57,890","57,084","58,530","61,423","60,120","63,672","63,430"
IA,Cerro Gordo County,"43,982","43,120","43,822","46,063","49,569","50,208","53,109","54,454"
IA,Cherokee County,"46,305","47,570","48,794","51,655","52,894","52,879","53,534","56,343"
IA,Chickasaw County,"45,083","47,311","48,963","50,342","50,788","57,559","49,197","56,819"
IA,Clarke County,"43,016","42,670","44,043","42,776","45,413","49,424","47,753","49,889"
IA,Clay County,"44,395","50,289","48,190","51,399","51,514","52,584","53,549","53,615"
IA,Clayton County,"41,940","44,370","44,236","48,626","49,018","48,598","53,809","54,740"
IA,Clinton County,"46,577","45,600","46,217","49,702","48,528","52,945","49,850","50,729"
IA,Crawford County,"45,637","44,197","48,775","48,555","50,370","51,834","51,473","53,806"
IA,Dallas County,"68,568","72,146","73,052","79,309","79,173","81,381","82,123","90,133"
IA,Davis County,"40,145","40,673","42,459","44,477","46,750","49,851","49,636","51,477"
IA,Decatur County,"34,250","33,803","37,561","37,534","36,742","39,424","36,808","41,843"
IA,Delaware County,"45,910","50,231","54,718","54,587","55,958","59,260","56,747","60,458"
IA,Des Moines County,"42,191","43,721","42,082","42,882","45,292","50,125","48,991","50,773"
IA,Dickinson County,"49,295","52,821","51,885","58,610","56,551","56,869","58,019","56,496"
IA,Dubuque County,"49,493","52,084","50,137","51,907","55,320","57,862","59,403","60,936"
IA,Emmet County,"41,519","44,556","44,060","46,892","47,342","46,092","48,035","49,353"
IA,Fayette County,"41,163","41,547","43,039","44,739","45,522","47,615","52,192","46,389"
IA,Floyd County,"42,233","44,478","43,478","48,964","48,292","49,111","49,771","51,901"
IA,Franklin County,"45,383","47,396","51,139","47,879","51,045","52,975","52,860","53,157"
IA,Fremont County,"47,513","51,410","50,826","50,934","54,154","55,421","53,861","52,616"
IA,Greene County,"46,947","44,271","46,295","47,936","49,125","51,002","48,769","52,459"
IA,Grundy County,"55,302","54,645","57,011","61,381","61,215","62,423","64,146","72,184"
IA,Guthrie County,"48,064","47,762","49,400","53,708","49,507","54,719","55,531","57,635"
IA,Hamilton County,"46,574","45,331","51,773","50,867","53,691","54,042","58,920","57,106"
IA,Hancock County,"48,195","50,935","49,006","54,835","57,682","56,746","57,222","56,542"
IA,Hardin County,"46,411","46,708","48,445","51,907","53,277","50,947","50,616","52,662"
IA,Harrison County,"50,845","49,921","50,963","53,764","52,824","57,244","55,325","55,835"
IA,Henry County,"43,228","45,330","45,647","50,084","50,347","50,241","50,684","53,670"
IA,Howard County,"40,919","45,450","48,169","45,975","49,837","50,602","49,916","53,046"
IA,Humboldt County,"46,300","48,954","51,637","52,286","49,696","52,702","54,315","57,197"
IA,Ida County,"47,035","48,480","51,014","51,948","53,905","53,804","53,300","55,732"
IA,Iowa County,"52,592","53,984","55,723","58,028","58,234","63,185","57,771","64,091"
IA,Jackson County,"42,274","44,840","45,885","46,180","50,299","49,956","49,769","53,539"
IA,Jasper County,"46,565","50,469","51,723","55,492","52,750","53,765","53,829","56,134"
IA,Jefferson County,"40,158","39,743","40,921","41,942","41,094","43,495","46,617","47,907"
IA,Johnson County,"51,014","53,570","52,934","53,204","59,946","57,706","58,904","61,395"
IA,Jones County,"46,600","50,929","52,442","54,749","51,558","55,789","55,210","58,689"
IA,Keokuk County,"42,999","42,766","44,648","47,626","48,316","50,054","49,898","50,980"
IA,Kossuth County,"47,930","46,294","51,137","55,972","52,967","52,433","55,129","55,491"
IA,Lee County,"40,363","43,110","41,291","45,307","44,719","45,428","49,654","50,481"
IA,Linn County,"54,806","55,772","57,663","56,503","62,700","58,142","64,625","63,754"
IA,Louisa County,"50,301","48,372","48,191","51,387","50,924","53,197","52,271","56,067"
IA,Lucas County,"39,207","38,422","45,158","41,011","42,582","46,933","55,871","46,169"
IA,Lyon County,"51,491","53,398","54,695","60,548","61,750","64,057","62,496","61,749"
IA,Madison County,"52,351","56,258","59,417","59,074","62,230","65,294","64,776","66,012"
IA,Mahaska County,"45,211","47,598","48,705","48,978","48,584","50,335","51,839","55,947"
IA,Marion County,"52,845","51,996","55,505","56,883","57,046","57,411","61,098","61,175"
IA,Marshall County,"45,911","47,535","51,348","51,382","50,244","53,980","53,645","50,495"
IA,Mills County,"57,359","57,331","56,968","56,504","59,399","62,507","75,550","67,016"
IA,Mitchell County,"47,406","45,430","50,848","53,049","52,616","61,352","55,129","54,451"
IA,Monona County,"43,052","41,458","44,254","41,461","43,178","43,991","47,371","49,236"
